type,normal,mc_without_assertion,mc_with_assertion,test_case,tx_id
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",16
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",17
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",20
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",21
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",22
ADD_SESSION_KEY,246451,283744,325004,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",23
TRADE,584464,605887,673331,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Buy, taker uses Session key)",24
INITIALIZE_CONFIG,556694,578116,655083,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",1
SCHEDULE_CONFIG,292471,305961,371024,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",4
SET_CONFIG,536063,553520,614615,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",5
MARK_PRICE_TICK,319449,334525,405937,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",6
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",8
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",9
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",10
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",12
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",13
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",14
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",16
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",17
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",18
CREATE_ACCOUNT,255974,282950,333731,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",20
DEPOSIT,263906,282157,342460,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",21
TRANSFER,285330,298819,364676,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",22
ADD_SESSION_KEY,246451,283744,325004,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",23
TRADE,587638,609062,676504,"[NoFee, NoMargin] One Leg One Maker (Simple Buy, taker signer added as session key)",24
INITIALIZE_CONFIG,556694,578116,655083,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",4
SET_CONFIG,536063,553520,614615,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",5
MARK_PRICE_TICK,319449,334525,405937,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",8
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",9
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",12
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",13
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",14
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",16
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",17
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",20
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",21
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",22
TRADE,584464,605887,673331,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",23
TRADE,608267,629691,697134,"[Valid, NoFee, NoMargin] One Leg One Maker (Simple Sell and Close)",24
INITIALIZE_CONFIG,556694,578116,655083,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",4
SET_CONFIG,536063,553520,614615,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",5
MARK_PRICE_TICK,319449,334525,405937,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",8
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",9
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",12
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",13
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",14
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",16
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",17
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",20
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",21
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",22
TRADE,584464,605887,673331,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",23
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",24
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",25
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",26
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",27
TRADE,608267,629691,697134,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Limit, Eq Mark Price, Eq Matched)",28
INITIALIZE_CONFIG,556694,578116,655083,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",4
SET_CONFIG,536063,553520,614615,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",5
MARK_PRICE_TICK,319449,334525,405937,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",8
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",9
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",12
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",13
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",14
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",16
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",17
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",20
DEPOSIT,263906,282157,342460,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",21
TRANSFER,285330,298819,364676,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",22
TRADE,584464,605094,673331,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",23
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",24
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",25
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",26
TRADE,592398,613822,681266,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",27
TRADE,608267,629691,697134,"[Valid, NoFee, NoMargin] One Leg One Maker (Trade: Market, Eq Mark Price, Eq Matched)",28
INITIALIZE_CONFIG,556694,578116,655083,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",4
SET_CONFIG,536063,553520,614615,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",5
MARK_PRICE_TICK,319449,334525,405937,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",8
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",9
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",12
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",13
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",14
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",16
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",17
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",20
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",21
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",22
TRADE,2280083,2347524,2421316,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 10 Makers (Simple Buy and Close)",23
INITIALIZE_CONFIG,556694,578116,655083,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",4
SET_CONFIG,536063,553520,614615,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",5
MARK_PRICE_TICK,319449,334525,405937,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",8
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",9
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",12
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",13
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",14
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",16
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",17
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",20
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",21
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",22
TRADE,6049003,6218008,6405968,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 30 Makers (Simple Buy and Close)",23
INITIALIZE_CONFIG,556694,578116,655083,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",4
SET_CONFIG,536063,553520,614615,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",5
MARK_PRICE_TICK,319449,334525,405937,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",8
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",9
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",12
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",13
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",14
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",15
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",16
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",17
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",18
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",19
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",20
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",21
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",22
TRADE,11707720,12030808,12398447,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 60 Makers (Simple Buy and Close)",23
INITIALIZE_CONFIG,556694,578116,655083,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",1
SCHEDULE_CONFIG,292471,305961,371024,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",2
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",3
SET_SIMPLE_CROSS_MAINTENANCE_MARGIN_TIERS,399589,414664,480521,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",4
SET_CONFIG,536063,553520,614615,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",5
MARK_PRICE_TICK,319449,334525,405937,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",6
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",7
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",8
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",9
TRANSFER,285330,298819,364676,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",10
CREATE_ACCOUNT,255974,282950,333731,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",11
CREATE_SUB_ACCOUNT,268668,284537,348014,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",12
DEPOSIT,263906,282157,342460,"[Valid Match, Stress Multi Makers][NoFee, NoMargin] One Leg 100 Makers (Simple Buy and Close)",13
